1.,-8.,0.3758572649399138,0.09876545746539267,0.5253772775946937
1.002,-8.,0.3758572650873796,0.09876545741476067,0.5253772774978598
1.004,-8.,0.3758572652342578,0.09876545736433034,0.5253772774014119
1.006,-8.,0.37585726538055214,0.09876545731410052,0.5253772773053473
1.008,-8.,0.37585726552626586,0.0987654572640701,0.5253772772096641
1.01,-8.,0.3758572656714027,0.09876545721423774,0.5253772771143596
1.012,-8.,0.37585726581596574,0.09876545716460239,0.5253772770194318
1.014,-8.,0.3758572659599584,0.09876545711516282,0.5253772769248788
1.016,-8.,0.3758572661033843,0.09876545706591788,0.5253772768306978
1.018,-8.,0.37585726624624655,0.09876545701686651,0.525377276736887
1.02,-8.,0.37585726638854844,0.09876545696800743,0.5253772766434441
1.022,-8.,0.3758572665302937,0.09876545691933958,0.5253772765503668
1.024,-8.,0.37585726667148517,0.09876545687086186,0.525377276457653
1.026,-8.,0.37585726681212617,0.09876545682257315,0.5253772763653007
1.028,-8.,0.37585726695221966,0.0987654567744723,0.525377276273308
1.03,-8.,0.3758572670917694,0.09876545672655823,0.5253772761816723
1.032,-8.,0.3758572672307782,0.09876545667882991,0.5253772760903919
1.034,-8.,0.3758572673692493,0.09876545663128627,0.5253772759994644
1.036,-8.,0.3758572675071857,0.0987654565839261,0.5253772759088883
1.038,-8.,0.3758572676445905,0.09876545653674851,0.525377275818661
1.04,-8.,0.37585726778146683,0.09876545648975232,0.5253772757287809
1.042,-8.,0.3758572679178177,0.0987654564429366,0.5253772756392456
1.044,-8.,0.3758572680536461,0.09876545639630019,0.5253772755500536
1.046,-8.,0.3758572681889552,0.09876545634984218,0.5253772754612026
1.048,-8.,0.3758572683237479,0.09876545630356143,0.5253772753726907
1.05,-8.,0.375857268458027,0.09876545625745703,0.5253772752845159
1.052,-8.,0.3758572685917956,0.09876545621152794,0.5253772751966764
1.054,-8.,0.3758572687250565,0.09876545616577315,0.5253772751091703
1.056,-8.,0.37585726885781257,0.09876545612019161,0.5253772750219958
1.058,-8.,0.3758572689900667,0.09876545607478249,0.5253772749351509
1.06,-8.,0.37585726912182194,0.09876545602954467,0.5253772748486334
1.062,-8.,0.37585726925308083,0.09876545598447722,0.5253772747624419
1.064,-8.,0.3758572693838463,0.09876545593957925,0.5253772746765745
1.066,-8.,0.375857269514121,0.09876545589484975,0.5253772745910292
1.068,-8.,0.3758572696439079,0.09876545585028773,0.5253772745058044
1.07,-8.,0.37585726977320966,0.09876545580589235,0.525377274420898
1.072,-8.,0.37585726990202883,0.09876545576166257,0.5253772743363085
1.074,-8.,0.3758572700303682,0.09876545571759754,0.5253772742520343
1.076,-8.,0.3758572701582304,0.09876545567369638,0.5253772741680732
1.078,-8.,0.3758572702856182,0.09876545562995803,0.5253772740844238
1.08,-8.,0.3758572704125345,0.09876545558638172,0.5253772740010838
1.082,-8.,0.3758572705389814,0.09876545554296651,0.5253772739180521
1.084,-8.,0.37585727066496166,0.0987654554997115,0.5253772738353268
1.086,-8.,0.3758572707904779,0.0987654554566158,0.5253772737529063
1.088,-8.,0.37585727091553256,0.09876545541367854,0.5253772736707889
1.09,-8.,0.3758572710401286,0.09876545537089881,0.5253772735889726
1.092,-8.,0.3758572711642679,0.09876545532827585,0.5253772735074562
1.094,-8.,0.37585727128795365,0.09876545528580871,0.5253772734262376
1.096,-8.,0.37585727141118774,0.09876545524349656,0.5253772733453157
1.098,-8.,0.375857271533973,0.0987654552013385,0.5253772732646884
1.1,-8.,0.3758572716563118,0.09876545515933383,0.5253772731843543
1.,-7.8999999999999995,0.375857245810407,0.09876546403346448,0.5253772901561286
1.002,-7.8999999999999995,0.3758572459960555,0.09876546396972252,0.525377290034222
1.004,-7.8999999999999995,0.37585724618096417,0.09876546390623447,0.5253772899128013
1.006,-7.8999999999999995,0.37585724636513773,0.09876546384299889,0.5253772897918634
1.008,-7.8999999999999995,0.37585724654858077,0.09876546378001422,0.525377289671405
1.01,-7.8999999999999995,0.3758572467312967,0.09876546371727901,0.5253772895514243
1.012,-7.8999999999999995,0.37585724691329087,0.09876546365479177,0.5253772894319173
1.014,-7.8999999999999995,0.375857247094567,0.098765463592551,0.525377289312882
1.016,-7.8999999999999995,0.3758572472751295,0.09876546353055526,0.5253772891943153
1.018,-7.8999999999999995,0.3758572474549825,0.09876546346880316,0.5253772890762143
1.02,-7.8999999999999995,0.37585724763413,0.09876546340729325,0.5253772889585768
1.022,-7.8999999999999995,0.37585724781257657,0.09876546334602404,0.5253772888413994
1.024,-7.8999999999999995,0.37585724799032605,0.09876546328499414,0.5253772887246798
1.026,-7.8999999999999995,0.3758572481673824,0.09876546322420221,0.5253772886084154
1.028,-7.8999999999999995,0.37585724834375,0.09876546316364682,0.5253772884926031
1.03,-7.8999999999999995,0.3758572485194325,0.09876546310332662,0.525377288377241
1.032,-7.8999999999999995,0.37585724869443415,0.09876546304324019,0.5253772882623257
1.034,-7.8999999999999995,0.375857248868759,0.09876546298338618,0.5253772881478548
